0.18648,0.21259,0.2468,0.25628,0.2518,-0.084425,-0.084767,-0.04907,-0.031903,-0.018499,-0.27144,-0.30307,-0.28564,-0.26648,-0.23323,-0.13641,-0.14622,-0.13524,-0.12356,-0.10535,0.17657,0.21828,0.24218,0.24612,0.23819
-0.074101,-0.081472,-0.082948,-0.084827,-0.068119,-0.081876,-0.085582,-0.088457,-0.090696,-0.061525,-0.082657,-0.087457,-0.089425,-0.07893,0.019496,-0.082415,-0.086894,-0.074136,0.012351,0.31465,-0.065847,-0.054244,0.027952,0.29534,0.83182
-0.15196,-0.2376,-0.31356,-0.34803,-0.33832,0.017948,-0.056322,-0.15964,-0.2477,-0.28994,0.18433,0.16164,0.092878,-0.0014038,-0.096364,0.21083,0.21735,0.19908,0.1553,0.078323,0.18924,0.2003,0.20047,0.18829,0.14488
0.39084,0.34251,0.18133,-0.028352,-0.12412,0.2721,0.16572,-0.027145,-0.19054,-0.17448,0.064789,-0.088017,-0.22014,-0.21249,-0.050239,-0.12862,-0.23682,-0.20898,-0.031644,0.1918,-0.18959,-0.19527,-0.053113,0.1721,0.37837
0.18916,0.17335,0.044493,-0.20023,-0.29102,0.19701,0.19246,0.069639,-0.19561,-0.29533,0.19965,0.20069,0.0888,-0.18134,-0.29245,0.20118,0.20386,0.097724,-0.16949,-0.28999,0.19852,0.19871,0.095272,-0.15521,-0.27986
0.088785,0.086559,-0.0018322,-0.11151,-0.17487,-0.06537,-0.11008,-0.22456,-0.3377,-0.36343,-0.095507,-0.094701,-0.14641,-0.21437,-0.25015,0.067318,0.15604,0.19964,0.18485,0.10755,0.12801,0.23131,0.31496,0.33954,0.28594
-0.27712,-0.15076,0.098422,0.2005,0.20326,-0.29578,-0.17215,0.095935,0.20169,0.19982,-0.30413,-0.18768,0.085409,0.19491,0.19225,-0.30233,-0.1913,0.076881,0.18972,0.18797,-0.28911,-0.18381,0.065578,0.17845,0.18336
-0.20387,-0.24179,-0.055169,0.19086,0.30011,-0.18979,-0.31425,-0.1482,0.14991,0.2996,-0.034251,-0.26582,-0.21446,0.080306,0.27909,0.16534,-0.13127,-0.21525,0.015108,0.24049,0.28859,-0.01396,-0.16637,-0.012479,0.19754
-0.016235,-0.082303,-0.23662,-0.34182,-0.36338,0.074921,0.096132,-0.035282,-0.18403,-0.26367,0.043852,0.20788,0.2261,0.11924,-0.021086,-0.14941,0.08176,0.25651,0.28374,0.17827,-0.32943,-0.12838,0.10449,0.24477,0.23398
0.25114,-0.0046498,-0.26587,-0.30728,-0.16183,0.27509,-0.032968,-0.3094,-0.27621,-0.064638,0.27766,-0.042499,-0.2553,-0.12577,0.11218,0.26064,-0.028609,-0.15418,0.035817,0.25574,0.22663,-0.0063564,-0.074254,0.11267,0.30224
0.10805,-0.18715,-0.24325,0.018762,0.28322,0.19448,-0.15795,-0.27072,-0.0097513,0.27442,0.28934,-0.077939,-0.26881,-0.075905,0.20236,0.33167,-0.020213,-0.26093,-0.14881,0.10524,0.30531,-0.0089678,-0.2346,-0.17966,0.03181
-0.13325,-0.13862,-0.13274,-0.082295,0.12642,-0.13542,-0.14037,-0.13318,-0.054055,0.22769,-0.1315,-0.13552,-0.11793,0.016312,0.37481,-0.12849,-0.13193,-0.098582,0.092343,0.4847,-0.1245,-0.12248,-0.064102,0.15824,0.52444
-0.12424,-0.13612,-0.13499,-0.12936,-0.11722,-0.14626,-0.15571,-0.15329,-0.14889,-0.13302,-0.13671,-0.1489,-0.14201,-0.12418,-0.082043,-0.020439,-0.019545,0.013093,0.065632,0.12998,0.27329,0.31328,0.37733,0.42833,0.452
0.22979,0.23972,0.24131,0.2379,0.22444,0.21405,0.22093,0.21306,0.19393,0.16081,0.062131,0.045824,0.017212,-0.01653,-0.042198,-0.1494,-0.1873,-0.21829,-0.23688,-0.23071,-0.22181,-0.24261,-0.25386,-0.25643,-0.2451
0.12651,0.12875,0.10553,-0.053436,-0.46704,0.13038,0.13309,0.11882,-0.023707,-0.44781,0.13057,0.13292,0.1234,0.0055707,-0.39368,0.13274,0.1333,0.1253,0.030204,-0.32404,0.13061,0.13099,0.12194,0.038911,-0.26982
0.30026,0.058025,-0.063265,0.07924,0.26311,0.24409,-0.033957,-0.15406,0.035811,0.25664,0.080502,-0.20122,-0.2596,-0.0039856,0.25218,-0.070612,-0.3173,-0.31186,-0.015278,0.25373,-0.1072,-0.29478,-0.25834,0.013823,0.25404
-0.29128,-0.046915,0.17267,0.18681,0.043458,-0.10691,0.14256,0.25458,0.11743,-0.08584,0.10698,0.26086,0.17113,-0.078395,-0.25258,0.21532,0.22441,0.0052082,-0.23979,-0.3469,0.19857,0.1099,-0.11494,-0.29382,-0.35252
0.13172,0.028102,-0.18002,-0.35817,-0.38954,0.18159,0.1249,-0.053835,-0.2804,-0.37853,0.19432,0.18107,0.077408,-0.11755,-0.27832,0.18639,0.20113,0.15996,0.039317,-0.12385,0.16648,0.1875,0.18077,0.12247,-0.0028952
0.0034357,0.13394,0.20541,0.20302,0.17884,-0.1422,0.023353,0.16676,0.20814,0.19331,-0.30029,-0.15522,0.051712,0.17304,0.19254,-0.37249,-0.28971,-0.0795,0.10999,0.17893,-0.3572,-0.32461,-0.16698,0.029356,0.13641
-0.13524,-0.16287,-0.17214,-0.17085,-0.1601,-0.11015,-0.15288,-0.1713,-0.17862,-0.17579,0.023224,-0.046065,-0.10449,-0.14861,-0.16929,0.27006,0.21809,0.1163,0.00064806,-0.078363,0.4291,0.42396,0.34608,0.21428,0.095019
-0.15527,-0.16471,-0.029418,0.17815,0.36958,-0.1119,-0.22894,-0.22344,-0.078297,0.11446,0.098093,-0.055361,-0.20518,-0.23615,-0.12845,0.29689,0.19134,-0.0010443,-0.17828,-0.2104,0.38717,0.33943,0.18474,-0.018735,-0.13427
0.30862,-0.030574,-0.131,-0.13498,-0.13439,0.34909,-0.022297,-0.13465,-0.13824,-0.13767,0.39371,-0.001273,-0.13049,-0.13513,-0.13208,0.42515,0.02239,-0.12334,-0.13194,-0.12621,0.43872,0.049677,-0.1079,-0.1219,-0.11328
0.070101,0.052941,-0.03753,-0.30854,-0.80865,0.090617,0.090634,0.071719,-0.031608,-0.33716,0.092385,0.092119,0.090219,0.071958,-0.045578,0.092766,0.093132,0.091036,0.091359,0.054783,0.083737,0.09215,0.089956,0.088823,0.068626
-0.37741,-0.38571,-0.2919,-0.12677,0.0066787,-0.33512,-0.28358,-0.1297,0.039676,0.13052,-0.1814,-0.060218,0.077831,0.16839,0.19095,0.014187,0.12617,0.18789,0.20382,0.18975,0.1234,0.18327,0.19358,0.18025,0.15544
-0.22077,-0.25663,-0.19358,-0.0063353,0.14996,-0.24481,-0.25319,-0.12483,0.09983,0.22443,-0.24976,-0.2002,-0.004978,0.2027,0.26365,-0.22611,-0.11332,0.1105,0.26095,0.26729,-0.16757,-0.018235,0.18072,0.27035,0.24995
0.24908,0.069822,-0.17157,-0.096574,0.16389,0.28571,0.10782,-0.1993,-0.17578,0.10153,0.30058,0.14415,-0.1943,-0.25755,-0.013799,0.29982,0.16325,-0.17897,-0.30409,-0.1154,0.26812,0.14799,-0.14625,-0.28694,-0.16125
-0.17378,-0.18481,-0.17402,-0.15148,-0.098981,-0.18314,-0.18831,-0.16282,-0.10986,-0.0084394,-0.17565,-0.16116,-0.085318,0.045488,0.18452,-0.13937,-0.071817,0.093807,0.28351,0.37542,-0.057884,0.065769,0.26067,0.40071,0.41695
0.28412,0.29813,0.20313,0.064631,-0.028341,0.1953,0.11958,-0.057523,-0.2088,-0.24105,0.075262,-0.048788,-0.24335,-0.38147,-0.3611,0.095168,0.036007,-0.10484,-0.22691,-0.24023,0.21361,0.24545,0.19329,0.096109,0.0226
0.49747,0.24559,-0.013002,-0.12179,-0.13397,0.45891,0.16889,-0.073207,-0.14518,-0.14084,0.35112,0.058655,-0.11891,-0.15196,-0.13953,0.20219,-0.04607,-0.14856,-0.15463,-0.13755,0.084658,-0.10218,-0.15728,-0.15114,-0.13169
0.37139,0.39038,0.39863,0.38732,0.36762,0.039153,0.017677,0.0051094,-0.0055709,0.0071007,-0.10941,-0.13341,-0.14144,-0.1455,-0.13016,-0.1342,-0.1459,-0.14863,-0.15053,-0.14111,-0.11143,-0.12195,-0.12533,-0.12535,-0.11445
-0.79875,-0.33642,-0.057543,0.038162,0.056224,-0.32834,-0.032187,0.069982,0.085012,0.077934,-0.025515,0.085385,0.096644,0.089566,0.081298,0.070116,0.10481,0.10085,0.094364,0.08769,0.075473,0.09753,0.096886,0.091825,0.079005
0.078724,0.10881,0.10401,0.10112,0.094963,0.043341,0.10533,0.10364,0.097559,0.094835,-0.090016,0.070523,0.099241,0.091854,0.086336,-0.38833,-0.061234,0.071801,0.088113,0.081946,-0.76674,-0.31612,-0.027011,0.060485,0.066827
